user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills
788,42,Male,Content Writer,13.8,Healthcare,Entrepreneur,"Leadership, Data Analysis",AWS Certified,Creative Director,IT,Role Switch,Expertise,Hands-on,13,9,"Python, SEO"
789,40,Female,HR Manager,6.7,Healthcare,"HR Manager, Content Writer, Marketing Specialist","Java, Data Analysis","PMP, Scrum Master",Project Manager,Healthcare,Promotion,Expertise,Collaborative,12,5,"SEO, Cloud Computing"
790,28,Male,Content Writer,17.2,Marketing,"Content Writer, Entrepreneur, Software Engineer","SEO, Project Management, Leadership, Java, Python",Scrum Master,Project Manager,IT,Upskilling,Leadership,Collaborative,10,5,Cloud Computing
791,41,Male,Marketing Specialist,13.1,IT,"Software Engineer, Content Writer, Entrepreneur","Python, Cloud Computing, Leadership",,Project Manager,Finance,Role Switch,Entrepreneurship,Reading,6,9,"Python, Data Analysis"
792,49,Male,Entrepreneur,2.8,Finance,"Entrepreneur, Marketing Specialist","Cloud Computing, Python","AWS Certified, Google Analytics",Creative Director,Healthcare,Promotion,Entrepreneurship,Reading,16,8,"Project Management, Leadership"
793,25,Female,Software Engineer,10.4,Finance,Software Engineer,"Python, Leadership, Project Management, Data Analysis",None,Business Consultant,Marketing,Upskilling,Leadership,Reading,22,10,"Data Analysis, SEO, Leadership"
794,33,Male,Content Writer,3.4,Finance,"Data Analyst, HR Manager","Data Analysis, Java, Python","PMP, Google Analytics",Creative Director,IT,Upskilling,Expertise,Collaborative,17,3,"Data Analysis, Project Management"
795,43,Female,Marketing Specialist,4.6,Finance,"HR Manager, Entrepreneur, Content Writer","SEO, Data Analysis, Java",None,Data Scientist,IT,Promotion,Entrepreneurship,Hands-on,15,4,SEO
796,44,Female,Content Writer,7.5,Education,"Marketing Specialist, Entrepreneur, Software Engineer","Leadership, Cloud Computing",,Creative Director,Marketing,Promotion,Expertise,Hands-on,30,1,"Cloud Computing, Project Management"
797,38,Female,Content Writer,16.9,IT,Entrepreneur,"Data Analysis, Leadership, Cloud Computing, Python, Project Management","Scrum Master, AWS Certified",Data Scientist,Marketing,Promotion,Leadership,Reading,22,2,Leadership
798,55,Male,Entrepreneur,2.0,Marketing,Content Writer,"Data Analysis, Python",None,Project Manager,Marketing,Promotion,Leadership,Hands-on,14,4,Java
799,32,Male,Data Analyst,18.9,Healthcare,"Content Writer, Software Engineer","Java, Data Analysis, Project Management, Leadership","Scrum Master, Google Analytics, AWS Certified",Team Lead,Healthcare,Role Switch,Entrepreneurship,Reading,27,4,SEO
800,29,Female,Marketing Specialist,17.2,Marketing,"Entrepreneur, Content Writer, Data Analyst","Project Management, Python, Java, Cloud Computing","AWS Certified, Google Analytics",Data Scientist,Education,Upskilling,Expertise,Collaborative,16,9,"Leadership, Cloud Computing"
801,55,Female,HR Manager,14.6,Finance,"Data Analyst, HR Manager, Software Engineer","Cloud Computing, Python, Data Analysis","Google Analytics, Scrum Master, AWS Certified",Project Manager,IT,Role Switch,Expertise,Collaborative,14,7,"Python, Data Analysis"
802,23,Male,HR Manager,8.7,Healthcare,"Marketing Specialist, Software Engineer, Content Writer","Python, Java","AWS Certified, PMP, Google Analytics",Team Lead,Education,Upskilling,Entrepreneurship,Collaborative,12,10,Java
803,52,Female,Entrepreneur,1.7,Healthcare,Marketing Specialist,"Java, SEO, Python, Leadership, Cloud Computing",Scrum Master,Creative Director,Finance,Role Switch,Expertise,Reading,11,4,"Python, Java"
804,54,Female,Marketing Specialist,15.2,Finance,Marketing Specialist,"SEO, Leadership, Python, Java, Data Analysis",,Data Scientist,Healthcare,Upskilling,Leadership,Collaborative,24,1,"Leadership, Java"
805,38,Female,Data Analyst,18.1,Education,"Entrepreneur, Marketing Specialist, Content Writer","Data Analysis, Leadership, Project Management, SEO",,Project Manager,Healthcare,Promotion,Entrepreneurship,Hands-on,21,10,"SEO, Java, Data Analysis"
806,31,Male,Content Writer,12.3,Marketing,"HR Manager, Marketing Specialist, Data Analyst","Leadership, Cloud Computing, SEO, Java",None,Creative Director,IT,Promotion,Entrepreneurship,Hands-on,28,2,Python
807,49,Female,Marketing Specialist,11.0,IT,Content Writer,"Java, Project Management, SEO, Leadership, Data Analysis",,Project Manager,Finance,Upskilling,Expertise,Hands-on,22,6,"SEO, Java, Project Management"
808,48,Male,Content Writer,13.7,Education,Data Analyst,"Data Analysis, Cloud Computing, SEO, Leadership",,Team Lead,Marketing,Promotion,Leadership,Collaborative,12,8,"Leadership, Data Analysis, Cloud Computing"
809,43,Female,Data Analyst,10.5,Finance,Content Writer,"Cloud Computing, Python, Leadership","Scrum Master, AWS Certified",Team Lead,IT,Promotion,Expertise,Hands-on,20,1,"Data Analysis, Python"
810,24,Female,Entrepreneur,14.0,Marketing,Data Analyst,"SEO, Python, Data Analysis, Java",None,Business Consultant,Finance,Promotion,Expertise,Collaborative,10,10,Data Analysis
811,44,Male,HR Manager,18.2,Education,Entrepreneur,"Data Analysis, Java, Project Management, Leadership",,Project Manager,Finance,Role Switch,Leadership,Collaborative,19,8,"Cloud Computing, Python, Leadership"
812,34,Male,Content Writer,11.8,IT,"Data Analyst, Software Engineer","Leadership, Data Analysis, Java, Project Management, Python","Scrum Master, AWS Certified, PMP",Data Scientist,Healthcare,Promotion,Leadership,Collaborative,18,3,"Project Management, Cloud Computing, Leadership"
813,33,Female,Entrepreneur,16.1,Marketing,"Marketing Specialist, Data Analyst","SEO, Leadership, Project Management",AWS Certified,Creative Director,IT,Role Switch,Expertise,Reading,14,2,Python
814,28,Female,Marketing Specialist,2.2,Healthcare,Content Writer,"Leadership, Data Analysis","Scrum Master, AWS Certified",Data Scientist,Education,Upskilling,Expertise,Hands-on,5,7,Cloud Computing
815,40,Male,Marketing Specialist,1.4,Finance,"Software Engineer, Entrepreneur","SEO, Python, Leadership, Data Analysis, Project Management",,Data Scientist,Education,Upskilling,Expertise,Collaborative,10,10,"Python, Project Management"
816,47,Male,HR Manager,17.5,IT,Marketing Specialist,"Java, Data Analysis, Leadership, Python",PMP,Data Scientist,Finance,Promotion,Entrepreneurship,Hands-on,26,2,"SEO, Cloud Computing, Leadership"
817,43,Male,Software Engineer,5.7,Marketing,"Marketing Specialist, Entrepreneur","Cloud Computing, Leadership, SEO, Java, Project Management",Scrum Master,Creative Director,Finance,Promotion,Leadership,Hands-on,15,4,Project Management
818,46,Male,Data Analyst,11.3,Education,Software Engineer,"Java, Project Management, Cloud Computing, Leadership","Google Analytics, PMP, AWS Certified",Data Scientist,Marketing,Promotion,Expertise,Hands-on,12,9,"Leadership, Cloud Computing, Project Management"
819,32,Female,Entrepreneur,9.4,IT,"Marketing Specialist, Software Engineer","Python, Project Management",,Business Consultant,Marketing,Upskilling,Entrepreneurship,Hands-on,23,6,Python
820,37,Female,Entrepreneur,16.3,Finance,"Marketing Specialist, HR Manager, Entrepreneur","Data Analysis, Project Management, Java, Python",,Project Manager,Finance,Upskilling,Entrepreneurship,Reading,28,2,"Project Management, Java"
821,51,Male,Software Engineer,14.5,Finance,"HR Manager, Content Writer","SEO, Cloud Computing, Project Management, Leadership, Data Analysis",None,Team Lead,IT,Upskilling,Expertise,Hands-on,8,5,Data Analysis
822,29,Female,Data Analyst,5.3,Marketing,"Marketing Specialist, Data Analyst, Content Writer","Python, Data Analysis, SEO, Cloud Computing",None,Team Lead,IT,Promotion,Leadership,Reading,13,7,"Java, Data Analysis, Project Management"
823,46,Female,Content Writer,19.4,Marketing,"Marketing Specialist, Content Writer","Cloud Computing, SEO, Data Analysis, Java, Project Management","Google Analytics, AWS Certified, PMP",Business Consultant,IT,Upskilling,Expertise,Reading,12,4,Project Management
824,38,Male,Data Analyst,3.2,IT,"HR Manager, Content Writer, Entrepreneur","Java, Cloud Computing, Leadership","PMP, AWS Certified",Team Lead,Marketing,Role Switch,Leadership,Hands-on,16,4,Cloud Computing
825,40,Female,Entrepreneur,5.3,Healthcare,Entrepreneur,"Leadership, Data Analysis, SEO, Python","PMP, Google Analytics, AWS Certified",Creative Director,Healthcare,Promotion,Entrepreneurship,Collaborative,14,5,"Data Analysis, Cloud Computing, Python"
826,26,Male,Software Engineer,3.4,Education,Marketing Specialist,"Python, SEO, Leadership",Scrum Master,Creative Director,Healthcare,Role Switch,Entrepreneurship,Hands-on,16,5,"Leadership, Project Management, SEO"
827,43,Female,Entrepreneur,6.9,IT,Marketing Specialist,"SEO, Data Analysis","AWS Certified, Google Analytics",Data Scientist,Healthcare,Promotion,Expertise,Reading,18,4,"Java, SEO, Cloud Computing"
828,25,Male,HR Manager,1.8,Education,"HR Manager, Software Engineer","Python, SEO, Cloud Computing, Project Management","PMP, Google Analytics",Team Lead,Finance,Role Switch,Leadership,Collaborative,6,5,"Leadership, Java, Project Management"
829,37,Female,Marketing Specialist,6.2,IT,"Data Analyst, Software Engineer","Cloud Computing, Java, Data Analysis, Leadership, SEO",None,Business Consultant,IT,Upskilling,Leadership,Collaborative,14,4,"Leadership, SEO"
830,32,Female,Content Writer,11.5,Healthcare,"Content Writer, Marketing Specialist, HR Manager","Java, Cloud Computing, Project Management","Scrum Master, PMP",Business Consultant,Marketing,Promotion,Entrepreneurship,Reading,23,1,"Java, Data Analysis, Python"
831,34,Male,Entrepreneur,8.6,Finance,"Marketing Specialist, Entrepreneur, Software Engineer","Cloud Computing, Data Analysis","Scrum Master, AWS Certified, Google Analytics",Data Scientist,Finance,Promotion,Entrepreneurship,Hands-on,19,2,Project Management
832,35,Female,Software Engineer,13.0,IT,"HR Manager, Data Analyst","Leadership, Python, Project Management, Java","PMP, Scrum Master, AWS Certified",Creative Director,Finance,Role Switch,Leadership,Collaborative,27,2,Java
833,31,Male,HR Manager,10.5,Education,HR Manager,"Data Analysis, Python, SEO, Leadership","Scrum Master, AWS Certified, Google Analytics",Project Manager,Marketing,Promotion,Entrepreneurship,Hands-on,26,1,"Leadership, Cloud Computing"
834,29,Male,Data Analyst,7.2,Healthcare,"Data Analyst, HR Manager, Marketing Specialist","Data Analysis, Leadership",,Project Manager,Education,Promotion,Leadership,Collaborative,8,5,"Python, Cloud Computing, SEO"
835,40,Male,Data Analyst,9.4,Finance,"HR Manager, Data Analyst","Data Analysis, Leadership",,Data Scientist,Healthcare,Promotion,Leadership,Hands-on,28,7,Leadership
836,55,Female,Entrepreneur,18.4,IT,"Entrepreneur, Data Analyst","Data Analysis, Leadership, Java, Project Management, Cloud Computing","Scrum Master, Google Analytics, PMP",Project Manager,Education,Upskilling,Entrepreneurship,Hands-on,29,8,Cloud Computing
837,51,Male,Content Writer,14.1,Finance,"Data Analyst, Content Writer","Project Management, Python",,Data Scientist,Marketing,Promotion,Expertise,Reading,9,4,Data Analysis
838,35,Female,Data Analyst,19.0,Education,Software Engineer,"Leadership, Cloud Computing, Java, Python",,Data Scientist,Finance,Promotion,Leadership,Hands-on,11,8,"SEO, Java, Data Analysis"
839,25,Male,Data Analyst,16.7,Marketing,"HR Manager, Marketing Specialist","Project Management, Data Analysis, SEO, Java, Cloud Computing","Google Analytics, Scrum Master",Project Manager,Finance,Promotion,Entrepreneurship,Reading,21,10,Leadership
840,51,Male,Content Writer,16.7,IT,"Entrepreneur, HR Manager","Cloud Computing, Python, Data Analysis, Leadership",,Project Manager,Finance,Promotion,Expertise,Reading,29,3,"Java, SEO, Cloud Computing"
841,47,Male,HR Manager,12.3,Healthcare,"Marketing Specialist, Data Analyst, Software Engineer","Cloud Computing, Leadership",PMP,Business Consultant,IT,Upskilling,Leadership,Collaborative,30,1,Java
842,44,Female,Entrepreneur,17.6,IT,"HR Manager, Data Analyst, Entrepreneur","Python, Leadership",AWS Certified,Data Scientist,Finance,Role Switch,Leadership,Reading,6,7,"Leadership, Data Analysis"
843,37,Male,Entrepreneur,13.3,Marketing,"Marketing Specialist, Software Engineer, HR Manager","Cloud Computing, Project Management, SEO","AWS Certified, Google Analytics, Scrum Master",Business Consultant,IT,Promotion,Expertise,Reading,18,3,"Data Analysis, Python"
844,27,Male,Software Engineer,8.2,Finance,"Marketing Specialist, HR Manager, Entrepreneur","Python, Project Management, Data Analysis","Google Analytics, PMP, Scrum Master",Business Consultant,Marketing,Role Switch,Expertise,Reading,22,5,Java
845,55,Female,Entrepreneur,8.0,Healthcare,"Data Analyst, Entrepreneur, Software Engineer","Project Management, Python, Java, SEO, Leadership",,Creative Director,Finance,Role Switch,Expertise,Reading,16,10,"SEO, Python, Java"
846,49,Male,HR Manager,18.3,Education,"Content Writer, Software Engineer","Java, Project Management",None,Project Manager,Marketing,Upskilling,Leadership,Hands-on,5,7,"Cloud Computing, Python, Data Analysis"
847,40,Male,Content Writer,16.8,Marketing,"Software Engineer, Entrepreneur","Python, Data Analysis, Project Management, SEO, Cloud Computing",,Project Manager,Education,Promotion,Leadership,Reading,9,10,"SEO, Project Management"
848,35,Male,Marketing Specialist,2.2,Healthcare,"Marketing Specialist, Data Analyst, Entrepreneur","Python, Project Management, SEO, Java, Data Analysis","Scrum Master, AWS Certified, PMP",Business Consultant,Finance,Role Switch,Expertise,Reading,15,7,"Cloud Computing, Project Management, Leadership"
849,34,Female,Software Engineer,18.8,Marketing,"Content Writer, Data Analyst, Software Engineer","Python, Leadership, Cloud Computing, Project Management, Java","Scrum Master, Google Analytics",Data Scientist,Marketing,Role Switch,Leadership,Hands-on,5,4,"Java, Data Analysis, Cloud Computing"
850,33,Female,Software Engineer,13.7,Healthcare,Data Analyst,"Leadership, Java, Project Management, Python",None,Creative Director,Marketing,Promotion,Leadership,Reading,27,9,Java
851,55,Male,Marketing Specialist,19.9,Marketing,"Content Writer, Marketing Specialist","Cloud Computing, Java, Project Management, SEO",None,Team Lead,Education,Promotion,Expertise,Reading,8,6,"Data Analysis, Leadership"
852,29,Male,Content Writer,18.8,Education,Content Writer,"Project Management, Data Analysis, Python, Leadership",,Creative Director,Finance,Role Switch,Expertise,Hands-on,26,8,Data Analysis
853,43,Male,Data Analyst,17.8,IT,Software Engineer,"Java, Project Management, Python","Google Analytics, AWS Certified",Data Scientist,IT,Role Switch,Entrepreneurship,Hands-on,19,9,"Leadership, Data Analysis"
854,37,Male,Entrepreneur,19.5,Finance,"Entrepreneur, Data Analyst","Leadership, Project Management","Google Analytics, PMP",Data Scientist,Finance,Role Switch,Leadership,Collaborative,7,2,SEO
855,51,Female,Data Analyst,19.8,Healthcare,Entrepreneur,"Project Management, Cloud Computing, Java, Python",None,Project Manager,Education,Role Switch,Expertise,Hands-on,24,1,"Data Analysis, Leadership, SEO"
856,25,Female,HR Manager,12.2,Finance,Data Analyst,"SEO, Cloud Computing, Java, Data Analysis","AWS Certified, Google Analytics",Creative Director,Education,Role Switch,Leadership,Reading,8,7,"Java, SEO, Cloud Computing"
857,32,Male,Data Analyst,2.1,IT,"Entrepreneur, HR Manager, Data Analyst","Java, Python, Cloud Computing, SEO","AWS Certified, Scrum Master",Team Lead,Healthcare,Upskilling,Expertise,Hands-on,7,1,"Data Analysis, SEO, Project Management"
858,31,Female,Entrepreneur,10.3,Finance,"Data Analyst, Software Engineer","Python, SEO",Google Analytics,Creative Director,IT,Promotion,Entrepreneurship,Collaborative,27,6,"Leadership, Project Management, Python"
859,45,Male,Marketing Specialist,10.2,Finance,"HR Manager, Marketing Specialist, Software Engineer","Python, SEO, Leadership, Java, Project Management",Scrum Master,Data Scientist,IT,Role Switch,Expertise,Hands-on,26,7,"Leadership, SEO"
860,38,Male,Content Writer,2.1,Finance,Software Engineer,"Cloud Computing, Project Management, Python, Java, Leadership","AWS Certified, Scrum Master, Google Analytics",Data Scientist,IT,Upskilling,Expertise,Hands-on,13,3,"Cloud Computing, Leadership, Project Management"
861,54,Male,Data Analyst,3.1,Finance,"Content Writer, Software Engineer, Entrepreneur","Data Analysis, Project Management, Cloud Computing",None,Team Lead,Education,Upskilling,Leadership,Hands-on,16,1,"Python, Project Management, Cloud Computing"
862,26,Male,Content Writer,18.3,Finance,HR Manager,"Java, SEO, Python","Google Analytics, AWS Certified",Team Lead,Finance,Promotion,Expertise,Hands-on,12,5,"Data Analysis, SEO, Python"
